time,battery_level,battery_status,battery_health,battery_adaptor
1612629783.593,91,3,2,0
1612630255.609,90,3,2,0
1612630540.823,90,3,2,0
1612631583.628,89,3,2,0
1612632619.682,89,3,2,0
1612632975.68,88,3,2,0
1612633360.276,88,3,2,0
1612633383.631,87,3,2,0
1612633850.894,86,3,2,0
1612634055.864,86,3,2,0
1612634476.075,85,3,2,0
1612634824.562,84,3,2,0
1612635044.733,84,3,2,0
1612635183.773,83,3,2,0
1612636016.011,82,3,2,0
1612636383.657,81,3,2,0
1612636983.697,80,3,2,0
1612638171.313,80,3,2,0
1612638783.607,80,3,2,0
1612639096.487,79,3,2,0
1612639383.631,78,3,2,0
1612639414.92,78,3,2,0
1612640347.271,78,3,2,0
1612640526.572,77,3,2,0
1612641183.614,76,3,2,0
1612641783.595,76,3,2,0
1612642383.599,76,3,2,0
1612642639.209,75,3,2,0
1612643583.596,75,3,2,0
1612644183.635,74,3,2,0
1612645383.683,73,3,2,0
1612645703.453,73,3,2,0
1612645983.662,72,3,2,0
1612646183.458,71,3,2,0
1612647064.445,71,3,2,0
1612647571.535,71,3,2,0
1612647748.034,70,3,2,0
1612648932.143,69,3,2,0
1612649583.597,69,3,2,0
1612650017.792,68,3,2,0
1612650273.497,68,3,2,0
1612651332.935,68,3,2,0
1612651719.853,67,3,2,0
1612652218.868,67,3,2,0
1612652583.597,66,3,2,0
1612653119.781,66,3,2,0
1612654383.62,66,3,2,0
1612654711.802,65,3,2,0
1612654717.881,65,3,2,1
1612654718.384,65,2,2,1
1612654757.449,66,2,2,1
1612654837.864,67,2,2,1
1612654897.9,68,2,2,1
1612654957.86,69,2,2,1
1612655017.872,70,2,2,1
1612655077.864,71,2,2,1
1612655137.862,72,2,2,1
1612655197.921,73,2,2,1
1612655257.856,74,2,2,1
1612655317.87,75,2,2,1
1612655437.848,76,2,2,1
1612655497.851,77,2,2,1
1612655617.286,78,2,2,1
1612655713.838,79,2,2,1
1612655792.841,80,2,2,1
1612655857.863,81,2,2,1
1612655917.867,82,2,2,1
1612656031.35,83,2,2,1
1612656157.85,84,2,2,1
1612656217.92,85,2,2,1
1612656325.541,86,2,2,1
1612656397.853,87,2,2,1
1612656504.072,88,2,2,1
1612656577.86,89,2,2,1
1612656697.881,90,2,2,1
1612656840.539,91,2,2,1
1612656970.68,92,2,2,1
1612657090.566,93,2,2,1
1612657204.596,94,2,2,1
1612657305.356,95,2,2,1
1612657382.82,96,2,2,1
1612657417.873,96,2,2,1
1612657470.479,97,2,2,1
1612657597.863,98,2,2,1
1612657666.127,99,2,2,1
1612657750.845,100,2,2,1
1612658317.861,100,2,2,1
1612659217.87,100,2,2,1
1612660117.87,100,2,2,1
1612660689.085,100,5,2,1
1612661017.872,100,5,2,1
1612661917.872,100,5,2,1
1612662817.864,100,5,2,1
1612663717.874,100,5,2,1
1612664617.87,100,5,2,1
1612665517.855,100,5,2,1
1612666417.866,100,5,2,1
1612667317.873,100,5,2,1
1612668217.864,100,5,2,1
1612669117.868,100,5,2,1
1612670017.869,100,5,2,1
1612670917.864,100,5,2,1
1612671817.864,100,5,2,1
1612672717.861,100,5,2,1
1612673617.861,100,5,2,1
1612674517.873,100,5,2,1
1612675417.844,100,5,2,1
1612676317.866,100,5,2,1
1612677217.851,100,5,2,1
1612678117.873,100,5,2,1
1612679017.872,100,5,2,1
1612679917.869,100,5,2,1
1612680817.86,100,5,2,1
1612681717.864,100,5,2,1
1612682617.867,100,5,2,1
1612683517.846,100,5,2,1
1612684417.848,100,5,2,1
1612685317.849,100,5,2,1
1612686217.845,100,5,2,1
1612687117.855,100,5,2,1
1612688017.848,100,5,2,1
1612688917.855,100,5,2,1
1612689817.873,100,5,2,1
1612690717.873,100,5,2,1
1612691617.876,100,5,2,1
1612692517.853,100,5,2,1
1612693417.873,100,5,2,1
1612693437.752,100,3,2,0
1612694037.61,99,3,2,0
1612694543.728,99,3,2,0
1612695237.568,99,3,2,0
1612696235.842,99,3,2,0
1612697037.6,98,3,2,0
1612698220.922,98,3,2,0
1612698837.576,98,3,2,0
1612700004.941,97,3,2,0
1612701237.577,97,3,2,0
1612701837.563,97,3,2,0
1612702437.578,97,3,2,0
1612702779.448,97,3,2,2
1612702781.028,97,2,2,2
1612702871.447,98,2,2,2
1612702959.291,99,2,2,2
1612703057.191,100,2,2,2
1612703294.12,100,2,2,2
1612704219.286,100,2,2,2
1612704986.909,100,5,2,2
1612705119.279,100,5,2,2
1612706019.288,100,5,2,2
1612706919.264,100,5,2,2
1612707819.29,100,5,2,2
1612708719.289,100,5,2,2
1612709619.286,100,5,2,2
1612710519.288,100,5,2,2
1612711419.277,100,5,2,2
1612712319.287,100,5,2,2
1612713219.287,100,5,2,2
1612714119.288,100,5,2,2
1612715021.469,100,5,2,2
1612715333.887,100,3,2,0
1612715336.902,100,3,2,2
1612715337.365,100,2,2,2
1612715360.05,100,3,2,0
1612715363.108,100,3,2,2
1612715461.788,100,2,2,2
1612715903.079,100,2,2,2
1612716016.861,100,5,2,2
1612716803.093,100,5,2,2
1612717703.093,100,5,2,2
1612718603.091,100,5,2,2
1612719503.085,100,5,2,2
1612720403.086,100,5,2,2
1612721303.088,100,5,2,2
1612722203.092,100,5,2,2
1612723103.094,100,5,2,2
1612724003.095,100,5,2,2
1612724903.079,100,5,2,2
1612725803.09,100,5,2,2
1612726763.09,100,5,2,2
1612727603.092,100,5,2,2
1612728503.787,100,5,2,2
1612729403.084,100,5,2,2
1612730303.083,100,5,2,2
1612731203.079,100,5,2,2
1612732103.09,100,5,2,2
1612733003.085,100,5,2,2
1612733903.088,100,5,2,2
1612734803.083,100,5,2,2
1612735703.096,100,5,2,2
1612736603.093,100,5,2,2
1612737503.083,100,5,2,2
1612738403.083,100,5,2,2
1612739303.078,100,5,2,2
1612740203.093,100,5,2,2
1612741163.071,100,5,2,2
1612742003.087,100,5,2,2
1612742903.089,100,5,2,2
1612743803.092,100,5,2,2
1612744763.092,100,5,2,2
1612744909.596,100,3,2,0
1612745274.146,99,3,2,0
1612745423.629,98,3,2,0
1612745509.576,97,3,2,0
1612745777.161,95,3,2,0
1612745992.781,94,3,2,0
1612746109.611,93,3,2,0
1612746369.946,92,3,2,0
1612746454.499,91,3,2,0
1612746709.551,91,3,2,0
1612747309.545,90,3,2,0
1612747477.235,90,3,2,0
1612748010.79,89,3,2,0
1612748509.542,89,3,2,0
1612749030.86,88,3,2,0
1612749209.089,88,3,2,0
1612749709.576,87,3,2,0
1612750309.564,87,3,2,0
1612750909.603,86,3,2,0
1612751175.034,86,3,2,0
1612752109.616,85,3,2,0
1612753313.096,84,3,2,0
1612753909.554,84,3,2,0
1612754822.266,83,3,2,0
1612755709.554,83,3,2,0
1612756231.78,82,3,2,0
1612756909.536,82,3,2,0
1612757480.835,81,3,2,0
1612758109.587,80,3,2,0
1612758709.558,80,3,2,0
1612759309.563,80,3,2,0
1612760509.605,79,3,2,0
1612761109.542,79,3,2,0
1612761709.57,78,3,2,0
1612762281.649,78,3,2,0
1612762909.606,78,3,2,0
1612763432.649,77,3,2,0
1612763900.345,77,3,2,0
1612764709.56,77,3,2,0
1612765200.616,76,3,2,0
1612765497.287,76,3,2,0
1612766493.013,76,3,2,0
1612766856.399,75,3,2,0
1612767546.474,74,3,2,0
1612768203.799,73,3,2,0
1612768885.091,72,3,2,0
1612769297.55,72,3,2,0
1612769937.834,71,3,2,0
1612770342.473,70,3,2,0
1612770826.893,69,3,2,0
1612771502.922,68,3,2,0
1612771592.284,68,3,2,2
1612771592.781,68,2,2,2
1612771652.253,69,2,2,2
1612771712.233,69,2,2,2
1612771772.252,70,2,2,2
1612771952.255,71,2,2,2
1612772132.24,72,2,2,2
1612772312.258,73,2,2,2
1612772492.235,74,2,2,2
1612772612.245,75,2,2,2
1612772852.251,76,2,2,2
1612772972.254,77,2,2,2
1612773152.244,78,2,2,2
1612773392.246,79,2,2,2
1612773512.252,79,2,2,2
1612773572.255,80,2,2,2
1612773812.246,81,2,2,2
1612773992.238,82,2,2,2
1612774292.254,83,2,2,2
1612774412.239,84,2,2,2
1612774712.251,85,2,2,2
1612775012.251,86,2,2,2
1612775132.239,87,2,2,2
1612775312.248,87,2,2,2
1612775372.237,88,2,2,2
1612775552.26,89,2,2,2
1612775852.238,90,2,2,2
1612776086.185,91,2,2,2
1612776213.024,91,2,2,2
1612776272.257,92,2,2,2
1612776600.701,93,2,2,2
1612776872.252,94,2,2,2
1612777103.652,95,2,2,2
1612777292.252,96,2,2,2
1612777591.807,97,2,2,2
1612777892.257,98,2,2,2
1612778012.231,98,2,2,2
1612778063.806,99,2,2,2
1612778212.789,100,2,2,2
1612778912.94,100,2,2,2
1612779842.273,100,2,2,2
1612780712.259,100,2,2,2
1612781612.231,100,2,2,2
1612781719.543,100,5,2,2
1612782512.246,100,5,2,2
1612783412.249,100,5,2,2
1612784312.248,100,5,2,2
1612785212.246,100,5,2,2
1612786112.25,100,5,2,2
1612787012.248,100,5,2,2
1612787912.242,100,5,2,2
1612788812.238,100,5,2,2
1612789712.239,100,5,2,2
1612790672.232,100,5,2,2
1612791512.249,100,5,2,2
1612792412.232,100,5,2,2
1612793312.256,100,5,2,2
1612794212.247,100,5,2,2
1612795112.241,100,5,2,2
1612796012.23,100,5,2,2
1612796912.257,100,5,2,2
1612797812.254,100,5,2,2
1612798712.253,100,5,2,2
1612799612.246,100,5,2,2
1612800512.25,100,5,2,2
1612801472.23,100,5,2,2
1612802312.241,100,5,2,2
1612803212.234,100,5,2,2
1612804112.24,100,5,2,2
1612805012.246,100,5,2,2
1612805912.252,100,5,2,2
1612806812.254,100,5,2,2
1612807772.238,100,5,2,2
1612808672.246,100,5,2,2
1612808725.346,100,-1,2,2
1612808725.362,100,-1,2,2
1612815806.033,100,5,2,2
1612815811.211,100,-3,2,2
1612815827.759,100,5,2,2
1612816667.772,100,5,2,2
1612817567.74,100,5,2,2
1612818467.781,100,5,2,2
1612819367.777,100,5,2,2
1612820267.743,100,5,2,2
1612821167.789,100,5,2,2
1612822067.781,100,5,2,2
1612822967.785,100,5,2,2
1612823867.777,100,5,2,2
1612823910.489,100,3,2,0
1612824510.358,99,3,2,0
1612824683.24,97,3,2,0
1612825110.375,97,3,2,0
1612825657.811,97,3,2,0
1612826910.37,97,3,2,0
1612827510.363,97,3,2,0
1612828710.365,97,3,2,0
1612829910.37,97,3,2,0
1612830510.35,97,3,2,0
1612831710.411,96,3,2,0
1612832310.343,96,3,2,0
1612833500.525,96,3,2,0
1612834046.544,96,3,2,0
1612835310.38,96,3,2,0
1612835910.38,96,3,2,0
1612836510.416,95,3,2,0
1612837090.073,95,3,2,0
1612837710.375,95,3,2,0
1612838910.37,95,3,2,0
1612839438.99,95,3,2,0
1612840110.397,94,3,2,0
1612840710.373,94,3,2,0
1612841310.375,94,3,2,0
1612842510.374,94,3,2,0
1612843110.378,94,3,2,0
1612844310.372,94,3,2,0
1612844910.368,94,3,2,0
1612846110.403,93,3,2,0
1612846710.366,93,3,2,0
1612847892.489,93,3,2,0
1612848510.368,93,3,2,0
1612849110.364,93,3,2,0
1612849710.421,92,3,2,0
1612850290.591,92,3,2,0
1612851510.37,92,3,2,0
1612851749.284,92,3,2,0
1612851883.35,91,3,2,0
1612852068.659,90,3,2,0
1612852710.354,90,3,2,0
1612853036.853,89,3,2,0
1612853635.564,89,3,2,0
1612854391.239,88,3,2,0
1612854510.351,88,3,2,0
1612854808.383,88,3,2,2
1612854808.794,88,2,2,2
1612854868.269,89,2,2,2
1612854967.943,90,2,2,2
1612855067.247,91,2,2,2
1612855168.291,92,2,2,2
1612855288.277,93,2,2,2
1612855348.268,93,2,2,2
1612855408.274,94,2,2,2
1612855527.404,95,2,2,2
1612855648.297,96,2,2,2
1612855828.277,97,2,2,2
1612856008.272,98,2,2,2
1612856128.284,99,2,2,2
1612856238.637,100,2,2,2
1612856242.032,100,2,2,2
1612857143.413,100,2,2,2
1612858048.281,100,2,2,2
1612858647.695,100,5,2,2
1612858948.272,100,5,2,2
1612859848.286,100,5,2,2
1612860748.274,100,5,2,2
1612861648.285,100,5,2,2
1612862548.276,100,5,2,2
1612863448.282,100,5,2,2
1612864348.27,100,5,2,2
1612865248.28,100,5,2,2
1612866148.273,100,5,2,2
1612867048.278,100,5,2,2
1612867948.272,100,5,2,2
1612868908.278,100,5,2,2
1612869748.273,100,5,2,2
1612870648.278,100,5,2,2
1612871608.264,100,5,2,2
1612872448.282,100,5,2,2
1612873348.274,100,5,2,2
1612874248.269,100,5,2,2
1612875148.273,100,5,2,2
1612876048.286,100,5,2,2
1612876948.265,100,5,2,2
1612877848.284,100,5,2,2
1612878748.25,100,5,2,2
1612879648.278,100,5,2,2
1612880548.285,100,5,2,2
1612881448.286,100,5,2,2
1612882408.28,100,5,2,2
1612883248.29,100,5,2,2
1612884148.266,100,5,2,2
1612885048.277,100,5,2,2
1612885948.271,100,5,2,2
1612886848.284,100,5,2,2
1612887808.269,100,5,2,2
1612888648.275,100,5,2,2
1612889548.271,100,5,2,2
1612890448.281,100,5,2,2
1612891348.27,100,5,2,2
1612892248.274,100,5,2,2
1612893148.262,100,5,2,2
1612894048.281,100,5,2,2
1612894948.267,100,5,2,2
1612895848.272,100,5,2,2
1612896748.271,100,5,2,2
1612897648.278,100,5,2,2
1612898548.267,100,5,2,2
1612899448.283,100,5,2,2
1612900348.27,100,5,2,2
1612901248.258,100,5,2,2
1612902148.28,100,5,2,2
1612903048.282,100,5,2,2
1612903948.272,100,5,2,2
1612904848.292,100,5,2,2
1612905748.271,100,5,2,2
1612906648.282,100,5,2,2
1612907548.276,100,5,2,2
1612908448.274,100,5,2,2
1612909348.266,100,5,2,2
1612910248.292,100,5,2,2
1612911148.272,100,5,2,2
1612912048.279,100,5,2,2
1612912948.277,100,5,2,2
1612913848.287,100,5,2,2
1612914808.267,100,5,2,2
1612915130.604,100,3,2,0
1612915730.502,100,3,2,0
1612915982.634,99,3,2,0
1612916582.284,99,3,2,0
1612916930.539,98,3,2,0
1612917530.52,98,3,2,0
1612917758.934,97,3,2,0
1612918730.522,97,3,2,0
1612919330.543,96,3,2,0
1612920117.23,95,3,2,0
1612920147.261,95,3,2,0
1612921078.949,95,3,2,0
1612921942.061,94,3,2,0
1612922330.517,94,3,2,0
1612922930.487,94,3,2,0
1612924130.506,94,3,2,0
1612924730.541,93,3,2,0
1612925330.528,93,3,2,0
1612925930.51,93,3,2,0
1612927130.537,92,3,2,0
1612927730.503,92,3,2,0
1612928338.639,92,3,2,0
1612929323.038,92,3,2,0
1612929530.539,91,3,2,0
1612930130.507,91,3,2,0
1612931330.539,90,3,2,0
1612932443.586,90,3,2,0
1612932983.621,90,3,2,0
1612933730.508,90,3,2,0
1612934003.747,89,3,2,0
1612934564.333,89,3,2,0
1612936130.514,89,3,2,0
1612936730.553,88,3,2,0
1612937330.514,88,3,2,0
1612938530.52,88,3,2,0
1612939130.536,87,3,2,0
1612939730.508,87,3,2,0
1612940302.004,87,3,2,0
1612940930.522,87,3,2,0
1612941379.412,86,3,2,0
1612942130.514,86,3,2,0
1612942730.502,86,3,2,0
1612943482.835,85,3,2,0
1612943563.239,85,3,2,0
1612943930.542,84,3,2,0
1612944530.51,84,3,2,0
1612945130.537,83,3,2,0
1612945372.193,83,3,2,0
1612945645.44,82,3,2,0
1612946142.489,81,3,2,0
1612946328.271,81,3,2,0
1612946685.886,80,3,2,0
1612947530.508,80,3,2,0
1612948130.499,80,3,2,0
1612949330.53,79,3,2,0
1612949930.516,79,3,2,0
1612951130.526,78,3,2,0
1612951730.501,78,3,2,0
1612952930.507,78,3,2,0
1612953826.05,77,3,2,0
1612954730.508,77,3,2,0
1612955930.508,77,3,2,0
1612956227.629,76,3,2,0
1612957730.512,76,3,2,0
1612958330.493,75,3,2,0
1612959151.343,75,3,2,0
1612960130.504,75,3,2,0
1612960730.549,74,3,2,0
1612960967.664,74,3,2,0
1612961930.511,74,3,2,0
1612963130.538,73,3,2,0
1612963639.212,73,3,2,0
1612964330.504,73,3,2,0
1612964852.705,72,3,2,0
1612965216.393,71,3,2,0
1612966095.991,71,3,2,0
1612966360.633,70,3,2,0
1612967188.321,70,3,2,0
1612967930.514,69,3,2,0
1612969130.499,69,3,2,0
1612969376.869,68,3,2,0
1612969664.308,68,3,2,0
1612969665.149,68,3,2,2
1612969665.565,68,2,2,2
1612969725.045,69,2,2,2
1612969824.608,70,2,2,2
1612970025.06,71,2,2,2
1612970265.049,72,2,2,2
1612970385.053,73,2,2,2
1612970551.217,73,2,2,2
1612970625.094,74,2,2,2
1612970805.051,75,2,2,2
1612970985.1,76,2,2,2
1612971105.099,77,2,2,2
1612971345.053,78,2,2,2
1612971465.041,78,2,2,2
1612971525.083,79,2,2,2
1612971705.057,80,2,2,2
1612971885.052,81,2,2,2
1612972005.046,82,2,2,2
1612972239.954,83,2,2,2
1612972365.049,83,2,2,2
1612972425.056,84,2,2,2
1612972665.066,85,2,2,2
1612972905.088,86,2,2,2
1612973085.088,87,2,2,2
1612973265.039,87,2,2,2
1612973325.072,88,2,2,2
1612973505.047,89,2,2,2
1612973745.038,90,2,2,2
1612973985.046,91,2,2,2
1612974165.056,92,2,2,2
1612974313.704,93,2,2,2
1612974525.042,94,2,2,2
1612974825.055,95,2,2,2
1612975005.05,96,2,2,2
1612975058.057,96,2,2,2
1612975285.989,97,2,2,2
1612975497.719,98,2,2,2
1612975725.053,99,2,2,2
1612975867.184,100,2,2,2
1612975965.04,100,2,2,2
1612976840.909,100,2,2,2
1612977741.387,100,2,2,2
1612978665.046,100,2,2,2
1612979323.299,100,5,2,2
1612979565.041,100,5,2,2
1612980465.04,100,5,2,2
1612981365.062,100,5,2,2
1612982265.039,100,5,2,2
1612983165.047,100,5,2,2
1612984065.037,100,5,2,2
1612985085.048,100,5,2,2
1612985865.036,100,5,2,2
1612986765.048,100,5,2,2
1612987665.037,100,5,2,2
1612988565.045,100,5,2,2
1612989465.039,100,5,2,2
1612990365.047,100,5,2,2
1612991265.041,100,5,2,2
1612992165.052,100,5,2,2
1612993065.027,100,5,2,2
1612993965.051,100,5,2,2
1612994925.043,100,5,2,2
1612994973.455,100,3,2,0
1612995573.375,99,3,2,0
1612995920.429,99,3,2,0
1612996773.38,98,3,2,0
1612997274.336,97,3,2,0
1612997554.666,97,3,2,0
1612997973.38,96,3,2,0
1612998573.35,96,3,2,0
1612999773.379,95,3,2,0
1613000373.366,95,3,2,0
1613001573.377,94,3,2,0
1613002173.347,94,3,2,0
1613003373.405,93,3,2,0
1613003973.35,93,3,2,0
1613004784.252,93,3,2,0
1613005173.401,92,3,2,0
1613005773.353,92,3,2,0
1613006688.179,92,3,2,0
1613008173.38,91,3,2,0
1613008773.363,91,3,2,0
1613009373.359,91,3,2,0
1613009493.125,90,3,2,0
1613010573.371,90,3,2,0
1613011483.925,90,3,2,0
1613012193.527,89,3,2,0
1613012973.353,89,3,2,0
1613014053.727,89,3,2,0
1613015373.373,88,3,2,0
1613015973.351,88,3,2,0
1613016573.356,88,3,2,0
1613017173.38,87,3,2,0
1613017654.258,87,3,2,0
1613018532.366,87,3,2,0
1613019394.595,87,3,2,0
1613020173.389,86,3,2,0
1613021373.343,86,3,2,0
1613022573.386,85,3,2,0
1613023173.355,85,3,2,0
1613023773.348,85,3,2,0
1613024855.257,85,3,2,0
1613025335.501,84,3,2,0
1613025950.579,84,3,2,0
1613026773.351,84,3,2,0
1613027373.382,83,3,2,0
1613028573.379,82,3,2,0
1613029117.84,82,3,2,0
1613029318.181,81,3,2,0
1613029654.366,80,3,2,0
1613030212.626,80,3,2,0
1613031573.376,79,3,2,0
1613031977.569,79,3,2,0
1613032773.356,79,3,2,0
1613033373.36,78,3,2,0
1613033973.355,78,3,2,0
1613034087.785,78,3,2,2
1613034089.308,78,2,2,2
1613034207.673,79,2,2,2
1613034267.659,80,2,2,2
1613034447.677,81,2,2,2
1613034507.66,82,2,2,2
1613034627.668,83,2,2,2
1613034747.664,84,2,2,2
1613034927.696,85,2,2,2
1613035047.684,86,2,2,2
1613035150.234,86,3,2,0
1613035612.264,85,3,2,0
1613035985.572,84,3,2,0
1613036241.704,84,3,2,0
1613036887.349,83,3,2,0
1613037516.809,83,3,2,0
1613037926.878,82,3,2,0
1613038127.755,82,3,2,0
1613038128.52,82,3,2,2
1613038129.835,82,2,2,2
1613038188.425,83,2,2,2
1613038308.427,84,2,2,2
1613038488.422,85,2,2,2
1613038668.43,86,2,2,2
1613038788.441,87,2,2,2
1613038968.428,88,2,2,2
1613039148.439,89,2,2,2
1613039328.486,90,2,2,2
1613039566.093,91,2,2,2
1613039688.454,92,2,2,2
1613039868.425,92,2,2,2
1613039928.436,93,2,2,2
1613040108.414,94,2,2,2
1613040348.434,95,2,2,2
1613040468.442,96,2,2,2
1613040708.419,97,2,2,2
1613040768.421,97,2,2,2
1613040888.43,98,2,2,2
1613041064.688,99,2,2,2
1613041152.285,100,2,2,2
1613041668.436,100,2,2,2
1613042540.052,100,2,2,2
1613043468.436,100,2,2,2
1613044356.448,100,2,2,2
1613044375.138,100,3,2,0
1613044975.114,99,3,2,0
1613045575.104,99,3,2,0
1613046175.111,98,3,2,0
1613046623.13,97,3,2,0
1613046775.121,96,3,2,0
1613047130.686,96,3,2,0
1613047939.951,96,3,2,0
1613048386.211,95,3,2,0
1613048575.117,94,3,2,0
1613049175.108,94,3,2,0
1613049775.108,94,3,2,0
1613050975.138,93,3,2,0
1613051575.11,92,3,2,0
1613052775.109,92,3,2,0
1613053975.111,92,3,2,0
1613054575.149,91,3,2,0
1613054743.454,91,3,2,0
1613055175.112,91,3,2,0
1613055698.977,90,3,2,0
1613056375.11,90,3,2,0
1613056975.112,90,3,2,0
1613057141.08,89,3,2,0
1613057424.447,88,3,2,0
1613057749.125,87,3,2,0
1613058097.379,86,3,2,0
1613058775.086,86,3,2,0
1613059119.541,85,3,2,0
1613059975.102,85,3,2,0
1613060575.101,85,3,2,0
1613061775.138,84,3,2,0
1613062375.103,84,3,2,0
1613062755.71,83,3,2,0
1613062975.103,82,3,2,0
1613063523.034,82,3,2,0
1613063993.301,81,3,2,0
1613064175.108,81,3,2,0
1613065375.126,80,3,2,0
1613065975.106,80,3,2,0
1613067175.106,80,3,2,0
1613067775.171,79,3,2,0
1613068060.41,79,3,2,0
1613069029.573,79,3,2,0
1613069126.325,78,3,2,0
1613069575.112,78,3,2,0
1613070109.364,77,3,2,0
1613070437.744,76,3,2,0
1613070775.108,76,3,2,0
1613071375.114,76,3,2,0
1613071975.182,75,3,2,0
1613072253.896,75,3,2,0
1613073175.096,75,3,2,0
1613074375.11,75,3,2,0
1613075101.175,75,3,2,0
1613075575.13,74,3,2,0
1613076775.117,74,3,2,0
1613077375.176,73,3,2,0
1613077688.13,73,3,2,0
1613078492.263,72,3,2,0
1613078575.077,72,3,2,0
1613078680.956,71,3,2,0
1613079623.65,71,3,2,0
1613079775.134,70,3,2,0
1613080344.176,70,3,2,0
1613081044.216,69,3,2,0
1613081575.112,69,3,2,0
1613082175.115,69,3,2,0
1613082775.135,68,3,2,0
1613083375.106,68,3,2,0
1613083975.086,68,3,2,0
1613085175.124,68,3,2,0
1613086062.772,67,3,2,0
1613087075.523,67,3,2,0
1613087828.527,67,3,2,0
1613088175.14,66,3,2,0
1613088713.472,66,3,2,0
1613089001.67,65,3,2,0
1613089249.047,64,3,2,0
1613089375.094,64,3,2,0
1613089708.633,63,3,2,0
1613089903.316,62,3,2,0
1613089975.266,61,3,2,0
1613090376.725,60,3,2,0
1613090575.1,59,3,2,0
1613090804.814,58,3,2,0
1613091017.366,57,3,2,0
1613091029.617,57,3,2,1
1613091030.088,57,2,2,1
1613091087.849,58,2,2,1
1613091145.054,59,2,2,1
1613091190.634,60,2,2,1
1613091241.987,61,2,2,1
1613091294.785,62,2,2,1
1613091329.564,63,2,2,1
1613091389.551,64,2,2,1
1613091447.337,65,2,2,1
1613091509.559,66,2,2,1
1613091576.328,67,2,2,1
1613091629.6,68,2,2,1
1613091711.166,69,2,2,1
1613091781.487,70,2,2,1
1613091840.119,71,2,2,1
1613091929.574,72,2,2,1
1613091960.245,73,2,2,1
1613092021.748,74,2,2,1
1613092049.573,74,2,2,1
1613092092.057,75,2,2,1
1613092188.689,76,2,2,1
1613092285.37,77,2,2,1
1613092364.409,78,2,2,1
1613092469.581,79,2,2,1
1613092513.727,80,2,2,1
1613092649.6,81,2,2,1
1613092667.413,82,2,2,1
1613092769.57,83,2,2,1
1613092818.139,84,2,2,1
1613092949.583,85,2,2,1
1613093009.571,86,2,2,1
1613093069.568,87,2,2,1
1613093129.563,88,2,2,1
1613093189.548,89,2,2,1
1613093282.503,90,2,2,1
1613093397.526,91,2,2,1
1613093489.582,92,2,2,1
1613093609.566,93,2,2,1
1613093669.6,94,2,2,1
1613093789.567,95,2,2,1
1613093849.567,96,2,2,1
1613094029.544,97,2,2,1
1613094209.572,98,2,2,1
1613094329.569,99,2,2,1
1613094405.052,100,2,2,1
1613094749.569,100,2,2,1
1613095649.564,100,2,2,1
1613096549.569,100,2,2,1
1613097360.658,100,5,2,1
1613097509.563,100,5,2,1
1613098349.566,100,5,2,1
1613099249.561,100,5,2,1
1613100149.574,100,5,2,1
1613101049.563,100,5,2,1
1613101949.543,100,5,2,1
1613102849.574,100,5,2,1
1613103749.573,100,5,2,1
1613104649.558,100,5,2,1
1613105549.561,100,5,2,1
1613106449.557,100,5,2,1
1613107349.57,100,5,2,1
1613108309.562,100,5,2,1
1613109209.57,100,5,2,1
1613110049.563,100,5,2,1
1613110949.575,100,5,2,1
1613111909.54,100,5,2,1
1613112057.859,100,3,2,0
1613113188.474,99,3,2,0
1613113319.504,99,3,2,2
1613113320.737,99,2,2,2
1613113352.136,100,2,2,2
1613113679.372,100,2,2,2
1613114566.91,100,5,2,2
1613115479.356,100,5,2,2
1613116379.336,100,5,2,2
1613117279.373,100,5,2,2
1613118179.365,100,5,2,2
1613119079.368,100,5,2,2
1613119979.351,100,5,2,2
1613120879.371,100,5,2,2
1613121779.361,100,5,2,2
1613122679.362,100,5,2,2
1613123579.36,100,5,2,2
1613124479.369,100,5,2,2
1613125379.357,100,5,2,2
1613126279.371,100,5,2,2
1613127179.36,100,5,2,2
1613128079.366,100,5,2,2
1613129039.361,100,5,2,2
1613129939.357,100,5,2,2
1613130779.358,100,5,2,2
1613131739.369,100,5,2,2
1613132639.364,100,5,2,2
1613133539.367,100,5,2,2
1613134379.366,100,5,2,2
1613135279.368,100,5,2,2
1613136179.359,100,5,2,2
1613137079.369,100,5,2,2
1613137362.459,100,3,2,0
1613137847.981,99,3,2,0
1613137962.349,99,3,2,0
1613139121.274,99,3,2,0
1613139132.003,98,3,2,0
1613139762.387,97,3,2,0
1613140962.351,97,3,2,0
1613141545.472,96,3,2,0
1613141630.578,96,3,2,0
1613141770.578,95,3,2,0
1613141988.585,94,3,2,0
1613142476.859,94,3,2,0
1613142590.678,93,3,2,0
1613142930.704,92,3,2,0
1613143362.338,92,3,2,0
1613143408.061,91,3,2,0
1613144369.249,91,3,2,0
1613144580.932,90,3,2,0
1613144924.382,90,3,2,0
1613145456.831,89,3,2,0
1613145859.766,89,3,2,0
1613145950.769,88,3,2,0
1613146461.513,87,3,2,0
1613146624.792,86,3,2,0
1613146827.833,86,3,2,0
1613146925.024,85,3,2,0
1613147562.458,84,3,2,0
1613147651.318,84,3,2,0
1613148605.375,84,3,2,0
1613149845.933,84,3,2,0
1613150562.352,84,3,2,0
1613151227.953,84,3,2,0
1613152029.784,83,3,2,0
1613152362.348,83,3,2,0
1613152997.252,82,3,2,0
1613153412.356,82,3,2,0
1613153562.379,81,3,2,0
1613154022.21,81,3,2,0
1613155362.349,81,3,2,0
1613155723.98,80,3,2,0
